Station|Source|Net|Latitude|Longitude|Distance|Azimuth|Elevation|Station Name
PAOC|IRISDMC|PE|41.515961|-79.681091|5.862750094993795|93.93635488296476|337|Oil Creek State Park, Oil Creek, PA
UPAO|IRISDMC|PE|40.48253|-80.02056|5.868598395902211|104.36873747820252|274|University of Pittsburgh, Pittsburgh, PA, USA
MARM|IRISDMC|NM|36.53|-89.669|5.897931239245536|-162.81021736361828|82|Marston,MO
UTMT|IRISDMC|NM|36.3497|-88.8636|5.930142250569664|-169.3335024044396|110|Martin, TN
NWCT|IRISDMC|NM|36.416|-89.459|5.964516687246409|-164.67378032361495|91|Northwest Correctional Complex,Tiptionville,TN
PENM|IRISDMC|NM|36.45|-89.628|5.966148067207087|-163.32523881849662|85|Penman,Portageville,MO
TORO2|IRISDMC|WU|43.569426|-79.561833|5.97906100858397|73.94238268252506|68|Z
Q54A|IRISDMC|N4|38.9836|-80.8338|5.989517942858086|120.0978160413826|254|Coxs Mills, WV, USA
PVMO|IRISDMC|NM|36.4137|-89.6997|6.016563532451806|-162.88580348114715|98.3|UM Delta Research Portageville, MO
WM2|IRISDMC|NM|36.17915|-86.93526|6.022711009411807|175.62740750444266|124|Bells Bend, TN, blast monitor
WVT|IRISDMC|IU|36.1297|-87.83|6.061387722684723|-177.49877279424894|170|Waverly, Tennessee, USA
GLAT|IRISDMC|NM|36.269|-89.288|6.075780323509105|-166.2751138735991|120|Glass,TN
EFO|IRISDMC|CN|43.0925|-79.3099|6.092465029686858|78.68173604001187|137|Effingham, ON, CA
