Station|Source|Net|Latitude|Longitude|Distance|Azimuth|Elevation|Station Name
STAM2|IRISDMC|NM|36.3242|-89.6652|6.095391965693277|-163.36615551652437|78|Stanley, Missouri
RDGT|IRISDMC|NM|36.256|-89.511|6.129900338239109|-164.65754006065592|81|Ridgely,TN
CACT|IRISDMC|NM|36.2302|-89.4204|6.137608010699668|-165.37918473783756|115|Cat Corner,TN
KLBO|IRISDMC|WU|45.35649|-80.21318|6.141639292958545|56.451700459204076|177|Z
CLTN|IRISDMC|NM|36.09115|-86.3315|6.161833431201013|171.14508667871806|208|Cedars of Lebanon,TN
PACH|IRISDMC|PE|41.75666|-79.171432|6.206794681501058|91.1673830835616|431|Chapman State Park, Clarendon, PA
MIST|IRISDMC|NM|36.171|-89.502|6.210644789212029|-164.91370510760729|80|Miston,TN
MGMO|IRISDMC|NM|37.154|-92.2687|6.224579903433067|-142.35987394424473|453|Mountain Grove, MO
N35B|IRISDMC|N4|40.8612|-95.6424|6.233417844993713|-99.54271854523583|353|Tabor, IA, USA
LNXT|IRISDMC|NM|36.101|-89.491|6.276545077000172|-165.14560897205465|144|Lenox,TN
X602|IRISDMC|NM|36.4405|-90.843|6.298272407126026|-154.70864038865065|117|Maynard AR temp station X602
MCWV|IRISDMC|US|39.6581|-79.8456|6.31096679712691|111.05503195433894|280|Mont Chateau, West Virginia, USA
PSUF|IRISDMC|PE|39.944199|-79.658798|6.3218531389533|108.14712232374363|373|PSU Fayette Campus, Uniontown, PA
WMTN2|IRISDMC|ET|36.40952|-84.17553|6.322883578346115|154.9021633611779|849|Walnut Mountain 2
S39B|IRISDMC|N4|37.690899|-93.322601|6.330481130811335|-133.30801669684243|340|Bolivar, MO, USA
PEBM|IRISDMC|NM|36.113|-89.862|6.34159289314524|-162.48052942771852|76|Pemiscot Bayou,MO
PACC|IRISDMC|PE|41.32273|-79.0769|6.342292926969178|94.99528554836569|449|Clear Creek State Park, Sigel, PA
SUBO|IRISDMC|CN|46.6115|-81.1321|6.344857197772488|43.611147686762514|281|Sudbury, ON, CA
PAKS|IRISDMC|PE|40.376099|-79.379509|6.364390579896552|103.80255686283185|336|Keystone State Park, Derry Township, PA
PKRO2|IRISDMC|WU|43.961096|-79.076544|6.402969877649191|71.05942536816814|174|Z
EYMN|IRISDMC|US|47.9462|-91.4953|6.411253403846887|-24.684822158041317|475|Ely, Minnesota, USA
TZTN|IRISDMC|US|36.543472|-83.549944|6.4150171579346384|150.28219479685688|394|Tazewell, Tennessee, USA
HALT|IRISDMC|NM|35.911|-89.34|6.434444216659603|-166.60488664969247|85|Halls,TN
IUPA|IRISDMC|PE|40.60667|-79.16967|6.444747042144346|101.39396280415954|398|Indiana University of Pennsylvania, Indiana, PA
S54A|IRISDMC|N4|37.7997|-81.3114|6.457287487275439|130.73038193994202|636|Dingess, Beckley, WV, USA
PNPO|IRISDMC|CN|48.5957|-86.2846|6.466523708062602|7.1737380278225285|219.3|Pukaskwa, ON, CA
V48A|IRISDMC|N4|35.74|-86.8219|6.467457674823913|175.08536276573764|278|Smith Brothers Farm, Spring Hill, TN, USA
GNAR|IRISDMC|NM|35.965|-90.018|6.519099647243047|-161.77131204987293|71|Gosnell,AR
L34B|IRISDMC|N4|41.9666|-96.3762|6.586771867380564|-88.9261230776303|414|Svendsen Farm, Lyons, NE, USA
SADO|IRISDMC|CN|44.7695|-79.1411|6.590901024564086|64.09371512682142|228|Sadowa, ON, CA
TBO|IRISDMC|CN|48.6472|-89.4085|6.59778238978839|-11.022325375678118|475|Thunder Bay, ON, CA
LVAR|IRISDMC|NM|35.915|-90.222|6.615715061993322|-160.52107362158668|71|Leachville,AR
PSDB|IRISDMC|PE|41.12748|-78.75312|6.6194980421918475|96.26667676185102|437|PSU Dubois Campus, Dubois, PA
BFAR|IRISDMC|NM|35.873|-90.084|6.622591329375741|-161.5554076070594|71|Blankenship Farm,AR
ZEL1|IRISDMC|PE|41.081585|-78.74588|6.634589665442359|96.6452084714982|516|PA SWD Zelman #1
ASTN|IRISDMC|ET|36.327|-83.476|6.6349144435682765|150.68014186454548|753|Avondale Springs, TN
