Station|Source|Net|Latitude|Longitude|Distance|Azimuth|Elevation|Station Name
MIAR|IRISDMC|US|34.5454|-93.5765|8.554135039793472|-146.30061754874126|207|Mount Ida, Arkansas, USA
TUL1|IRISDMC|TA|35.9104|-95.791901|8.55538706784645|-131.01892401903186|256|Leonard, OK, USA
E53A|IRISDMC|TA|46.378399|-77.663803|8.59816392895232|54.50617701222966|355|Dumoine, Pontiac MRC, QC, CAN
S58A|IRISDMC|TA|37.612598|-78.051102|8.605577260107623|115.99671209152012|96|Poland Farm, Powhatan, VA, USA
AGMN|IRISDMC|US|48.2977|-95.8619|8.608407508027252|-38.411862775682955|351|Agassiz National Wildlife Refuge, Minnesota, USA
V57A|IRISDMC|TA|35.887501|-79.775803|8.619439078510467|130.7961405630047|223|Coltrane Farms, NC, USA
Y53A|IRISDMC|TA|33.8554|-83.583603|8.631663802936508|155.83653409234793|234|Monroe, GA, USA
T58A|IRISDMC|TA|36.9454|-78.533798|8.668828823597945|121.10732614898427|167|Grand View Acres, VA, USA
Z50A|IRISDMC|TA|33.254002|-85.9226|8.690895056740624|169.40722684487335|370|Ashland, AL, USA
G55A|IRISDMC|TA|45.253201|-76.718697|8.746816159115939|63.10469330072339|228|Calabogie, ON, CAN
Z51A|IRISDMC|TA|33.3167|-85.174698|8.751560749786748|165.28169764436663|249|Franklin, GA, USA
W56A|IRISDMC|TA|35.134998|-80.582802|8.754258385078936|137.35291819908062|177|Indian Trail, NC, USA
CBN|IRISDMC|US|38.2046|-77.3732|8.774154585930992|110.83335442317365|70|Corbin (Fredericksburg Observatory), Virginia, USA
LRAL|IRISDMC|US|33.0399|-86.9978|8.798090324484546|175.4557199545928|130|Lakeview Retreat, Alabama, USA
BINY|IRISDMC|US|42.1993|-75.9861|8.799328730070375|83.5284967333533|498|Binghamton, New York, USA
X55A|IRISDMC|TA|34.4701|-81.633598|8.805905606826784|144.48562146678793|153|Gracelyn & Ava, Whitmire, SC, USA
J57A|IRISDMC|TA|43.409901|-75.996803|8.843065701597686|75.6330691876782|191|Williamstown, NY, USA
H56A|IRISDMC|TA|44.592999|-76.259399|8.868399291381733|67.8465345982698|137|Elgin, ON, CAN
O59A|IRISDMC|TA|40.311401|-76.185898|8.897009888853233|95.84792825938486|334|Robesonia, PA, USA
P59A|IRISDMC|TA|39.6101|-76.432701|8.905308168439529|100.54330161042886|157|Jarrettsville, MD, USA
L58A|IRISDMC|TA|42.044701|-75.850197|8.905462951796354|84.5096709466016|447|Harry Jones Memorial, Binghamton, NY, USA
E54A|IRISDMC|TA|46.433899|-77.186897|8.914773034797113|55.19456515483495|277|Lac Daplat, Pontiac, MRC, QC, CAN
Y54A|IRISDMC|TA|33.862099|-82.688004|8.92256296495463|151.34898253943194|176|Tignall, GA, USA
D53A|IRISDMC|TA|47.079498|-77.700104|8.93192755143217|50.45523268600591|347|Lac Vacive, Pontiac, Mrc, QC, CAN
R59A|IRISDMC|TA|38.2005|-77.116402|8.955263954499555|110.25511943350992|35|King George, VA, USA
KSPA|IRISDMC|LD|41.557038|-75.768181|9.001227625750706|87.60755816526664|298|Keystone College, La Plume, PA
U58A|IRISDMC|TA|36.394402|-78.549301|9.001628322254541|123.96836772495438|169|Oxford, NC, USA
Q59A|IRISDMC|TA|38.864399|-76.6548|9.003153536852952|105.42130473674965|34|Harwood, MD, USA
Z52A|IRISDMC|TA|33.189301|-84.417603|9.036032054856513|161.53040895276436|252|Williamson, GA, USA
S59A|IRISDMC|TA|37.762001|-77.294197|9.041592325865775|113.14649923705616|40|Mechanicsville, VA, USA
W57A|IRISDMC|TA|35.152901|-79.992798|9.04530577401066|134.8625948463595|85|Gilead, NC, USA
K58A|IRISDMC|TA|42.763302|-75.647301|9.05139340345701|79.89861542830485|509|Earlville, NY, USA
X56A|IRISDMC|TA|34.492298|-81.031898|9.056547186030645|141.72453054722328|112|White Oak, SC, USA
V58A|IRISDMC|TA|35.793999|-79.114998|9.064159856063752|128.75958347045002|127|Windy Hill, Pittsboro, NC, USA
GOGA|IRISDMC|US|33.41476|-83.47327|9.075596393993779|156.31966832865285|150|Godfrey, Georgia, USA
N59A|IRISDMC|TA|40.916801|-75.770302|9.084783660504035|91.64697323747622|508|State Game Land 141, Hazleton, PA, USA
147A|IRISDMC|TA|32.673801|-88.270798|9.146512628839298|-177.64449777777912|57|Livingston, AL, USA
I57A|IRISDMC|TA|43.937698|-75.659897|9.156003408386054|72.50029653655409|321|Carthage, NY, USA
